7,3,3, 81.250000,3, 81.125000,3,3,3, 23.125000,3, 23.125000,3
8,3,3, 129.062500,3, 129.375000,3,3,3, 21.500000,3, 21.187500,3
9,4,4, 226.937500,3, 227.000000,3,4,4, 27.875000,3, 27.875000,3
10,4,4, 366.875000,4, 368.125000,4,4,4, 30.750000,4, 30.687500,4
11,4,4, 602.500000,4, 602.812500,4,4,4, 26.437500,4, 26.000000,4
13,5,5, 1209.750000,5, 1205.750000,5,5,5, 39.000000,5, 38.312500,5
14,5,7, 1871.750000,5, 2189.375000,5,5,7, 32.750000,5, 65.687500,5
16,6,7, 3131.625000,6, 3183.625000,6,6,7, 47.062500,6, 63.750000,6
18,7,9, 4745.312500,7, 9546.312500,6,7,9, 61.812500,6, 110.750000,7
19,7,8, 6818.687500,7, 8047.250000,7,7,8, 54.312500,7, 94.687500,7
20,9,10, 11162.937500,7, 6982.125000,8,9,10, 131.562500,8, 130.250000,8
22,8,10, 13327.562500,8, 13692.125000,8,8,10, 61.437500,8, 140.875000,8
25,9,9, 23073.125000,9, 23060.937500,9,9,9, 69.375000,9, 67.250000,9
27,11,11, 43622.187500,10, 41344.062500,9,11,11, 131.562500,11, 128.812500,11
28,10,11, 37703.687500,10, 41799.312500,10,10,11, 76.687500,10, 132.062500,10
31,13,13, 106900.687500,11, 87529.750000,11,13,13, 231.000000,11, 195.250000,11
33,13,14, 75418.312500,12, 97569.250000,12,13,14, 173.125000,12, 203.687500,12
35,14,15, 204638.062500,12, 103063.062500,13,14,15, 253.062500,13, 406.375000,13
36,15,16, 130468.000000,13, 111427.562500,13,15,16, 207.125000,13, 239.875000,13
37,14,15, 134596.187500,13, 154671.812500,13,14,15, 174.750000,13, 207.250000,13
39,14,18, 151548.500000,14, 244319.687500,14,14,18, 127.500000,14, 452.375000,15
40,15,16, 147867.625000,15, 200606.250000,15,15,16, 170.625000,15, 223.437500,15
41,17,17, 176256.437500,15, 175588.125000,15,17,17, 234.187500,15, 287.875000,15
43,17,19, 379824.187500,15, 231541.625000,16,17,19, 267.687500,16, 562.562500,16
45,18,20, 401938.687500,16, 369367.875000,16,18,20, 304.875000,18, 446.562500,17
49,21,22, 690092.500000,17, 535943.375000,17,21,22, 486.312500,19, 817.562500,18
50,19,22, 590711.937500,18, 468446.875000,18,19,22, 255.000000,18, 620.937500,19
